Timestamp,Day,Hour,Weather,Area_Type,Traffic_Density,Car_Count,Bike_Count,Truck_Count,Signal_Waiting_Time_Seconds
2025-02-02 01:53:00,Sunday,1,Rainy,Industrial,Low,14,12,1,14
2025-09-15 15:52:00,Monday,15,Cloudy,Highway,Low,12,10,0,17
2025-10-20 11:29:00,Monday,11,Rainy,Commercial,Medium,47,54,5,58
2025-10-13 20:22:00,Monday,20,Clear,Industrial,Medium,49,44,11,48
2025-01-12 07:03:00,Sunday,7,Clear,School Zone,Medium,26,70,11,50
2025-03-14 05:30:00,Friday,5,Clear,Commercial,Low,7,22,2,15
2025-10-24 23:44:00,Friday,23,Rainy,Industrial,Medium,48,67,14,36
2025-10-31 05:32:00,Friday,5,Foggy,Highway,Low,20,12,5,15
2025-11-24 04:48:00,Monday,4,Clear,Highway,Low,19,10,3,17
2025-05-04 06:50:00,Sunday,6,Cloudy,Residential,Low,10,18,3,6
2025-06-22 07:32:00,Sunday,7,Cloudy,Commercial,Medium,24,56,9,24
2025-12-08 14:36:00,Monday,14,Rainy,Industrial,Low,8,27,0,9
2025-01-20 03:46:00,Monday,3,Cloudy,Commercial,Low,15,25,1,15
2025-04-15 20:58:00,Tuesday,20,Rainy,Residential,Medium,49,68,13,51
2025-05-10 03:50:00,Saturday,3,Cloudy,School Zone,Low,14,12,1,7
2025-09-22 04:27:00,Monday,4,Rainy,Commercial,Low,20,12,2,19
2025-04-17 23:31:00,Thursday,23,Foggy,School Zone,Medium,22,42,13,42
2025-07-16 12:54:00,Wednesday,12,Cloudy,Highway,Low,6,16,5,6
2025-05-01 03:40:00,Thursday,3,Stormy,Commercial,Low,14,29,1,12
2025-12-23 03:03:00,Tuesday,3,Clear,Commercial,Low,16,23,3,8
2025-12-30 23:08:00,Tuesday,23,Stormy,Commercial,Low,10,18,5,11
2025-10-26 14:30:00,Sunday,14,Clear,Highway,Medium,45,37,7,24
2025-06-04 23:50:00,Wednesday,23,Rainy,Industrial,Medium,28,54,8,38
2025-06-02 00:08:00,Monday,0,Clear,Industrial,Medium,43,64,11,32
2025-12-27 03:05:00,Saturday,3,Cloudy,Highway,Low,15,19,3,10
2025-02-28 00:19:00,Friday,0,Cloudy,Highway,Low,16,14,5,19
2025-01-13 16:23:00,Monday,16,Clear,Industrial,Low,8,25,3,12
2025-03-06 02:13:00,Thursday,2,Foggy,Residential,Low,10,10,0,12
2025-03-06 14:18:00,Thursday,14,Cloudy,Commercial,Medium,31,61,8,30
2025-02-21 03:18:00,Friday,3,Foggy,Industrial,Low,16,10,3,17
2025-01-24 04:00:00,Friday,4,Clear,School Zone,Low,18,30,2,8
2025-08-31 06:26:00,Sunday,6,Clear,Commercial,Low,15,28,5,9
2025-05-05 12:41:00,Monday,12,Stormy,Commercial,Medium,21,63,5,52
2025-02-24 16:18:00,Monday,16,Clear,Commercial,Low,11,28,3,13
2025-04-20 15:14:00,Sunday,15,Rainy,Residential,Medium,50,67,9,46
2025-06-04 02:50:00,Wednesday,2,Stormy,Highway,Low,14,11,2,7
2025-12-21 01:54:00,Sunday,1,Rainy,Residential,Low,5,14,0,20
2025-09-02 11:31:00,Tuesday,11,Clear,Industrial,Medium,36,63,9,57
2025-10-09 10:43:00,Thursday,10,Stormy,Industrial,High,110,71,18,95
2025-07-10 11:59:00,Thursday,11,Rainy,Highway,Medium,50,47,10,46
2025-09-21 02:58:00,Sunday,2,Clear,Industrial,Low,18,19,3,8
2025-11-14 03:45:00,Friday,3,Foggy,Industrial,Medium,23,58,8,27
2025-08-19 13:51:00,Tuesday,13,Foggy,Highway,Low,19,23,0,6
2025-04-28 08:10:00,Monday,8,Cloudy,School Zone,Medium,25,52,8,30
2025-10-03 21:09:00,Friday,21,Rainy,Residential,Low,7,20,2,9
2025-09-22 18:45:00,Monday,18,Foggy,Industrial,Medium,31,48,12,22
2025-06-19 21:19:00,Thursday,21,Rainy,Commercial,Low,10,17,2,17
2025-07-25 17:35:00,Friday,17,Rainy,School Zone,High,54,124,30,95
2025-11-28 11:23:00,Friday,11,Cloudy,Commercial,Medium,44,42,11,25
2025-12-24 03:22:00,Wednesday,3,Rainy,Commercial,Low,18,24,5,8
2025-09-06 08:18:00,Saturday,8,Rainy,Highway,High,52,103,15,167
2025-05-25 07:38:00,Sunday,7,Stormy,Commercial,Medium,33,40,15,25
2025-12-12 01:36:00,Friday,1,Foggy,Commercial,Medium,20,47,15,36
2025-02-09 19:29:00,Sunday,19,Cloudy,Industrial,Medium,31,44,13,27
2025-10-13 14:23:00,Monday,14,Foggy,Residential,Medium,22,54,6,38
2025-05-22 21:20:00,Thursday,21,Rainy,Highway,Low,20,16,2,14
2025-12-06 14:21:00,Saturday,14,Cloudy,Highway,Low,19,17,4,20
2025-03-08 17:07:00,Saturday,17,Rainy,Residential,Medium,49,43,11,23
2025-02-17 18:34:00,Monday,18,Cloudy,Residential,Medium,36,54,5,31
2025-02-10 03:03:00,Monday,3,Clear,Highway,Low,13,13,0,5
2025-07-07 09:24:00,Monday,9,Foggy,Residential,High,90,102,37,97
2025-12-18 16:46:00,Thursday,16,Rainy,Commercial,Low,11,23,4,18
2025-05-22 16:35:00,Thursday,16,Stormy,Highway,Medium,30,32,15,51
2025-01-16 03:41:00,Thursday,3,Cloudy,Highway,Medium,38,40,5,58
2025-08-20 09:17:00,Wednesday,9,Stormy,Highway,Medium,28,47,10,50
2025-01-16 23:11:00,Thursday,23,Foggy,Commercial,Low,20,26,2,10
2025-12-25 06:17:00,Thursday,6,Rainy,Highway,Medium,47,62,12,52
2025-07-22 16:30:00,Tuesday,16,Cloudy,Commercial,Low,11,26,5,7
2025-11-08 12:04:00,Saturday,12,Foggy,Residential,Low,15,12,2,7
2025-05-26 12:44:00,Monday,12,Stormy,Highway,Low,16,25,4,13
2025-03-17 11:39:00,Monday,11,Cloudy,Commercial,Low,8,26,4,6
2025-10-16 09:32:00,Thursday,9,Clear,Commercial,High,60,88,15,127
2025-06-30 06:34:00,Monday,6,Cloudy,Commercial,Low,16,10,1,9
2025-11-07 23:35:00,Friday,23,Cloudy,Residential,Medium,45,46,14,24
2025-07-03 01:09:00,Thursday,1,Stormy,Industrial,Low,7,22,2,5
2025-05-07 00:12:00,Wednesday,0,Rainy,Commercial,Medium,22,40,9,52
2025-07-24 04:37:00,Thursday,4,Cloudy,Industrial,Medium,40,54,7,32
2025-12-05 22:08:00,Friday,22,Foggy,Commercial,Low,10,27,1,14
2025-08-10 04:46:00,Sunday,4,Rainy,School Zone,Medium,33,58,8,37
2025-03-31 13:21:00,Monday,13,Clear,Industrial,Low,20,27,5,13
2025-03-20 11:55:00,Thursday,11,Foggy,Industrial,Medium,29,41,9,60
2025-04-09 16:44:00,Wednesday,16,Rainy,Commercial,Low,11,17,3,16
2025-11-08 04:40:00,Saturday,4,Clear,Highway,Low,5,11,1,7
2025-09-04 22:03:00,Thursday,22,Foggy,Commercial,Low,10,29,3,14
2025-06-05 02:23:00,Thursday,2,Stormy,Residential,Medium,24,56,9,47
2025-04-26 16:53:00,Saturday,16,Stormy,Highway,Low,11,24,5,18
2025-09-16 01:07:00,Tuesday,1,Clear,Commercial,Low,17,13,5,6
2025-04-12 16:26:00,Saturday,16,Cloudy,Residential,Medium,23,51,7,41
2025-02-15 20:27:00,Saturday,20,Clear,Industrial,Medium,32,49,9,52
2025-09-29 07:28:00,Monday,7,Stormy,School Zone,High,93,124,34,166
2025-12-07 10:56:00,Sunday,10,Rainy,School Zone,Medium,50,43,13,43
2025-05-13 05:09:00,Tuesday,5,Rainy,Highway,Low,18,30,0,11
2025-11-13 06:47:00,Thursday,6,Stormy,Highway,Medium,29,39,11,31
2025-02-16 02:07:00,Sunday,2,Foggy,Industrial,Medium,24,63,6,53
2025-01-06 00:43:00,Monday,0,Cloudy,Commercial,Low,15,16,4,15
2025-08-28 19:51:00,Thursday,19,Cloudy,Commercial,High,112,139,39,174
2025-09-14 08:02:00,Sunday,8,Cloudy,Residential,Medium,49,47,6,50
2025-02-18 08:15:00,Tuesday,8,Foggy,Residential,Medium,43,68,9,43
2025-05-16 21:17:00,Friday,21,Clear,Industrial,Low,6,18,3,7
2025-10-06 20:13:00,Monday,20,Cloudy,Highway,High,92,144,29,122
2025-06-13 08:19:00,Friday,8,Rainy,Residential,Medium,23,69,10,50
2025-09-30 06:27:00,Tuesday,6,Rainy,Highway,Low,10,12,4,12
2025-08-09 07:59:00,Saturday,7,Clear,Commercial,Medium,31,67,14,39
2025-10-20 03:26:00,Monday,3,Cloudy,Commercial,Medium,21,66,15,22
2025-07-12 12:12:00,Saturday,12,Rainy,School Zone,Medium,22,47,8,46
2025-05-18 03:26:00,Sunday,3,Stormy,Industrial,Low,15,10,2,13
2025-06-12 16:02:00,Thursday,16,Cloudy,Highway,Low,9,21,4,10
2025-07-11 00:08:00,Friday,0,Cloudy,Industrial,Medium,22,37,15,25
2025-04-08 12:35:00,Tuesday,12,Clear,Industrial,Medium,31,52,13,29
2025-05-03 18:21:00,Saturday,18,Clear,Commercial,Medium,23,65,8,52
2025-03-24 12:51:00,Monday,12,Stormy,Industrial,Low,16,22,4,20
2025-05-28 10:26:00,Wednesday,10,Clear,Residential,Medium,49,53,8,35
2025-08-15 20:15:00,Friday,20,Clear,Industrial,High,98,144,16,133
2025-05-12 21:17:00,Monday,21,Stormy,School Zone,Medium,34,48,15,31
2025-11-05 10:25:00,Wednesday,10,Foggy,Highway,High,120,148,29,130
2025-04-06 05:04:00,Sunday,5,Rainy,Highway,Low,18,16,0,15
2025-11-14 02:31:00,Friday,2,Foggy,Residential,Low,9,22,2,7
2025-07-20 21:36:00,Sunday,21,Rainy,Residential,Low,9,16,4,10
2025-06-09 20:17:00,Monday,20,Cloudy,Residential,High,116,77,29,151
2025-02-08 06:00:00,Saturday,6,Foggy,Residential,Low,8,28,0,8
2025-11-24 02:21:00,Monday,2,Cloudy,Highway,Low,19,23,0,10
2025-12-08 02:06:00,Monday,2,Foggy,Highway,Low,10,16,5,13
2025-06-14 01:35:00,Saturday,1,Clear,Highway,Medium,38,68,10,24
2025-08-28 22:09:00,Thursday,22,Stormy,Industrial,Low,8,18,3,7
2025-02-03 04:28:00,Monday,4,Cloudy,Highway,Low,16,27,2,5
2025-02-14 16:30:00,Friday,16,Stormy,School Zone,Medium,35,40,5,41
2025-11-05 22:18:00,Wednesday,22,Foggy,Residential,Low,15,17,5,18
2025-01-03 12:36:00,Friday,12,Cloudy,Residential,Medium,25,61,13,55
2025-12-09 08:06:00,Tuesday,8,Foggy,School Zone,Medium,35,56,14,27
2025-03-03 08:24:00,Monday,8,Stormy,Highway,High,58,74,17,136
2025-07-16 19:09:00,Wednesday,19,Foggy,Commercial,High,79,82,23,126
2025-01-01 12:39:00,Wednesday,12,Rainy,Commercial,Medium,38,61,7,51
2025-09-23 14:27:00,Tuesday,14,Cloudy,Industrial,Low,9,22,3,9
2025-09-20 04:52:00,Saturday,4,Clear,Residential,Low,9,12,1,11
2025-05-12 13:14:00,Monday,13,Rainy,School Zone,Low,8,25,5,14
2025-02-17 14:11:00,Monday,14,Stormy,Highway,Medium,22,31,8,29
2025-08-26 06:39:00,Tuesday,6,Rainy,Commercial,Medium,36,42,8,20
2025-11-22 18:25:00,Saturday,18,Foggy,Highway,High,57,85,37,132
2025-01-02 01:29:00,Thursday,1,Stormy,Residential,Medium,24,63,15,30
2025-12-24 12:33:00,Wednesday,12,Foggy,Commercial,Low,5,18,3,5
2025-06-06 06:28:00,Friday,6,Rainy,Industrial,Low,6,16,2,11
2025-10-13 09:50:00,Monday,9,Clear,Industrial,Medium,26,38,13,47
2025-07-06 21:27:00,Sunday,21,Cloudy,Industrial,Low,12,13,2,20
2025-10-07 11:59:00,Tuesday,11,Stormy,Industrial,Low,18,26,3,15
2025-04-11 14:13:00,Friday,14,Cloudy,Highway,Low,16,26,5,14
2025-06-10 13:04:00,Tuesday,13,Clear,School Zone,Medium,36,53,9,30
2025-04-25 00:48:00,Friday,0,Rainy,Highway,Low,18,16,4,7
2025-09-18 12:52:00,Thursday,12,Clear,School Zone,Low,12,22,0,5
2025-08-10 06:55:00,Sunday,6,Rainy,Commercial,Low,17,27,1,17
2025-06-26 00:55:00,Thursday,0,Rainy,Residential,Low,7,30,4,7
2025-12-18 17:48:00,Thursday,17,Cloudy,Commercial,Medium,33,45,5,32
2025-01-23 16:36:00,Thursday,16,Cloudy,School Zone,Low,17,27,3,5
2025-09-11 22:08:00,Thursday,22,Clear,Commercial,Medium,34,68,10,33
2025-01-13 23:32:00,Monday,23,Stormy,Commercial,Low,6,12,4,9
2025-08-22 22:42:00,Friday,22,Stormy,Residential,Medium,25,39,11,58
2025-05-26 05:18:00,Monday,5,Stormy,School Zone,Low,8,19,0,17
2025-05-14 20:58:00,Wednesday,20,Stormy,Commercial,Medium,35,34,11,39
2025-07-10 05:05:00,Thursday,5,Foggy,Highway,Medium,30,33,11,38
2025-09-10 20:06:00,Wednesday,20,Cloudy,Residential,High,109,147,31,115
2025-06-29 22:20:00,Sunday,22,Foggy,Residential,Low,17,29,5,14
2025-07-13 21:35:00,Sunday,21,Cloudy,Industrial,Medium,35,34,12,28
2025-07-05 15:43:00,Saturday,15,Stormy,Industrial,Medium,50,58,12,57
2025-05-06 16:18:00,Tuesday,16,Cloudy,Industrial,Low,7,12,5,5
2025-11-03 21:42:00,Monday,21,Foggy,Residential,Low,17,21,5,7
2025-07-04 22:46:00,Friday,22,Clear,School Zone,Low,15,27,3,5
2025-02-02 08:57:00,Sunday,8,Clear,Residential,High,67,106,40,160
2025-01-24 02:07:00,Friday,2,Rainy,School Zone,Low,11,15,4,18
2025-01-19 13:34:00,Sunday,13,Cloudy,School Zone,Medium,44,57,14,30
2025-01-30 20:11:00,Thursday,20,Clear,Residential,Medium,33,55,7,33
2025-01-29 20:42:00,Wednesday,20,Foggy,Highway,High,86,136,38,101
2025-04-04 23:13:00,Friday,23,Cloudy,Highway,Low,17,14,1,17
2025-03-17 11:30:00,Monday,11,Cloudy,Industrial,Low,5,26,1,7
2025-04-13 00:01:00,Sunday,0,Stormy,School Zone,Low,14,24,1,12
2025-01-23 04:02:00,Thursday,4,Clear,Highway,Low,13,13,1,12
2025-12-01 15:41:00,Monday,15,Cloudy,School Zone,Low,13,16,5,6
2025-04-27 07:05:00,Sunday,7,Clear,Highway,Medium,36,46,14,57
2025-06-01 01:32:00,Sunday,1,Clear,Highway,Low,11,24,1,7
2025-07-04 19:17:00,Friday,19,Rainy,Highway,High,69,72,37,139
2025-08-06 12:08:00,Wednesday,12,Rainy,Residential,Low,13,12,2,9
2025-01-25 20:36:00,Saturday,20,Cloudy,Highway,High,93,114,34,119
2025-10-22 07:42:00,Wednesday,7,Rainy,Residential,High,79,72,27,95
2025-06-25 19:43:00,Wednesday,19,Clear,School Zone,Medium,42,55,7,52
2025-02-17 07:21:00,Monday,7,Cloudy,Industrial,Medium,30,42,9,38
2025-03-24 16:38:00,Monday,16,Clear,Residential,Medium,40,52,5,45
2025-02-09 01:22:00,Sunday,1,Clear,Highway,Low,12,13,5,13
2025-06-05 08:35:00,Thursday,8,Cloudy,Residential,High,78,90,28,100
2025-01-07 22:55:00,Tuesday,22,Clear,Highway,Low,7,11,2,20
2025-04-16 05:19:00,Wednesday,5,Foggy,School Zone,Low,16,27,2,10
2025-08-24 18:03:00,Sunday,18,Clear,Residential,Medium,43,38,6,35
2025-02-20 09:51:00,Thursday,9,Foggy,Industrial,High,55,79,26,91
2025-01-28 05:25:00,Tuesday,5,Stormy,Highway,Low,10,26,2,19
2025-10-16 18:10:00,Thursday,18,Rainy,Industrial,High,72,144,21,135
2025-12-14 19:04:00,Sunday,19,Stormy,Highway,High,59,110,38,135
2025-11-30 14:22:00,Sunday,14,Stormy,Industrial,Low,19,23,0,7
2025-10-13 06:17:00,Monday,6,Stormy,Highway,Low,6,11,5,15
2025-12-31 23:02:00,Wednesday,23,Cloudy,Commercial,Low,8,25,1,8
2025-09-18 20:11:00,Thursday,20,Cloudy,Industrial,High,60,87,34,168
2025-01-18 23:28:00,Saturday,23,Cloudy,Residential,Low,8,27,5,5
2025-05-04 13:25:00,Sunday,13,Cloudy,Residential,Low,12,29,0,10
2025-10-17 19:44:00,Friday,19,Cloudy,Residential,Medium,46,33,9,48
2025-05-18 07:10:00,Sunday,7,Clear,Commercial,Medium,36,62,9,23
2025-04-12 09:10:00,Saturday,9,Stormy,Highway,High,58,117,33,169
2025-11-10 14:22:00,Monday,14,Stormy,Residential,Medium,24,31,11,39
2025-03-13 16:09:00,Thursday,16,Foggy,Industrial,Medium,40,32,6,22
2025-12-14 02:45:00,Sunday,2,Cloudy,Residential,Low,20,18,1,9
2025-10-26 10:07:00,Sunday,10,Rainy,Highway,High,78,99,28,88
2025-05-17 20:14:00,Saturday,20,Clear,Commercial,High,79,89,15,162
2025-09-04 18:38:00,Thursday,18,Stormy,School Zone,Medium,45,57,15,50
2025-12-10 12:52:00,Wednesday,12,Foggy,School Zone,Medium,46,53,14,27
2025-01-29 11:11:00,Wednesday,11,Stormy,Residential,Low,5,22,1,9
2025-08-20 13:09:00,Wednesday,13,Clear,Industrial,Low,11,18,3,14
2025-07-15 00:35:00,Tuesday,0,Cloudy,Residential,Low,7,28,3,13
2025-03-12 17:08:00,Wednesday,17,Cloudy,Highway,High,72,139,39,113
2025-03-03 22:39:00,Monday,22,Clear,Industrial,Low,16,14,3,5
2025-01-04 13:25:00,Saturday,13,Clear,Highway,Low,16,15,3,11
2025-03-15 03:29:00,Saturday,3,Stormy,Highway,Medium,49,51,5,34
2025-05-14 22:56:00,Wednesday,22,Clear,Highway,Low,7,20,4,6
2025-01-27 02:53:00,Monday,2,Stormy,Residential,Medium,21,53,8,39
2025-01-29 17:49:00,Wednesday,17,Stormy,Residential,High,51,131,29,64
2025-05-15 15:24:00,Thursday,15,Clear,Commercial,Low,14,21,5,17
2025-03-23 16:14:00,Sunday,16,Cloudy,Highway,Low,13,22,5,17
2025-02-11 17:04:00,Tuesday,17,Clear,Industrial,Medium,47,51,15,57
2025-09-28 14:56:00,Sunday,14,Foggy,Highway,Low,9,25,3,9
2025-09-25 10:23:00,Thursday,10,Rainy,Commercial,High,99,150,17,172
2025-04-23 01:43:00,Wednesday,1,Rainy,Commercial,Low,6,12,1,16
2025-07-18 22:33:00,Friday,22,Cloudy,Industrial,Low,6,25,4,19
2025-10-21 07:43:00,Tuesday,7,Clear,Industrial,High,71,89,39,75
2025-08-04 17:28:00,Monday,17,Foggy,Commercial,Medium,47,66,12,47
2025-07-26 12:00:00,Saturday,12,Foggy,Highway,Medium,35,55,6,35
2025-10-24 05:33:00,Friday,5,Stormy,Commercial,Low,14,16,5,10
2025-06-18 21:00:00,Wednesday,21,Clear,Residential,Medium,38,43,8,47
2025-11-10 17:44:00,Monday,17,Rainy,Commercial,High,58,133,35,146
2025-06-10 15:43:00,Tuesday,15,Rainy,Industrial,Low,15,25,1,18
2025-05-31 20:15:00,Saturday,20,Stormy,Residential,Medium,26,63,5,27
2025-04-13 21:30:00,Sunday,21,Foggy,Commercial,Low,16,30,2,6
2025-09-26 10:54:00,Friday,10,Clear,School Zone,Medium,47,37,14,41
2025-03-23 13:40:00,Sunday,13,Clear,Commercial,Medium,25,38,14,52
2025-09-20 11:44:00,Saturday,11,Foggy,Industrial,Low,16,18,2,17
2025-01-04 05:53:00,Saturday,5,Clear,Residential,Low,15,24,3,16
2025-03-09 20:47:00,Sunday,20,Clear,Commercial,Medium,32,64,7,23
2025-03-05 14:51:00,Wednesday,14,Clear,Residential,Medium,45,46,10,43
2025-09-28 01:04:00,Sunday,1,Cloudy,Commercial,Low,6,30,1,20
2025-06-25 06:46:00,Wednesday,6,Cloudy,Residential,Medium,45,60,9,25
2025-12-17 02:28:00,Wednesday,2,Stormy,Highway,Low,15,20,4,5
2025-12-13 05:50:00,Saturday,5,Stormy,Residential,Low,20,28,3,10
2025-05-21 04:02:00,Wednesday,4,Stormy,Commercial,Low,18,13,4,10
2025-12-02 12:11:00,Tuesday,12,Stormy,Residential,Medium,21,36,7,48
2025-02-21 18:51:00,Friday,18,Cloudy,School Zone,Medium,41,52,8,40
2025-02-04 21:26:00,Tuesday,21,Foggy,Commercial,Medium,28,40,5,46
2025-02-13 00:57:00,Thursday,0,Stormy,Residential,Medium,27,51,8,21
2025-05-30 17:52:00,Friday,17,Cloudy,Industrial,Medium,27,65,5,28
2025-05-13 07:40:00,Tuesday,7,Foggy,Highway,High,109,117,22,168
2025-03-11 15:15:00,Tuesday,15,Foggy,School Zone,Medium,34,31,14,30
2025-02-28 14:35:00,Friday,14,Stormy,Residential,Medium,26,70,5,25
2025-03-19 12:00:00,Wednesday,12,Foggy,School Zone,Medium,35,32,6,35
2025-01-23 01:58:00,Thursday,1,Clear,Commercial,Low,14,23,0,5
2025-08-29 01:28:00,Friday,1,Cloudy,Commercial,Medium,24,63,15,49
2025-06-11 14:26:00,Wednesday,14,Cloudy,Residential,Low,5,29,2,7
2025-11-14 19:38:00,Friday,19,Rainy,Industrial,High,75,124,32,161
2025-06-19 06:45:00,Thursday,6,Foggy,Commercial,Low,6,21,4,15
2025-11-03 09:11:00,Monday,9,Foggy,Industrial,High,71,87,26,111
2025-10-22 01:29:00,Wednesday,1,Clear,Commercial,Low,6,30,1,19
2025-02-01 16:09:00,Saturday,16,Clear,Commercial,Low,20,21,4,20
2025-12-13 00:30:00,Saturday,0,Clear,School Zone,Low,5,17,1,9
2025-04-05 23:04:00,Saturday,23,Stormy,Highway,Low,13,16,3,17
2025-10-22 01:22:00,Wednesday,1,Clear,Residential,Low,11,26,3,18
2025-10-16 11:43:00,Thursday,11,Foggy,Commercial,Medium,34,60,10,32
2025-12-04 19:40:00,Thursday,19,Cloudy,Highway,Medium,23,55,12,28
2025-08-28 14:34:00,Thursday,14,Stormy,Industrial,Low,10,21,2,7
2025-05-29 20:59:00,Thursday,20,Clear,Residential,High,115,141,22,142
2025-06-07 21:12:00,Saturday,21,Foggy,Commercial,Low,18,18,2,19
2025-06-21 05:18:00,Saturday,5,Stormy,Residential,Low,16,14,3,5
2025-10-18 09:20:00,Saturday,9,Foggy,Highway,High,83,70,36,96
2025-02-10 15:11:00,Monday,15,Stormy,School Zone,Medium,31,44,15,60
2025-05-25 03:46:00,Sunday,3,Cloudy,Commercial,Low,6,25,1,16
2025-05-08 17:05:00,Thursday,17,Foggy,School Zone,High,61,99,20,75
2025-05-01 22:09:00,Thursday,22,Rainy,Commercial,Low,7,17,0,8
2025-11-12 18:46:00,Wednesday,18,Cloudy,Commercial,High,53,71,16,169
2025-12-13 15:38:00,Saturday,15,Cloudy,Highway,Low,10,22,5,7
2025-10-09 16:05:00,Thursday,16,Cloudy,Residential,Medium,27,54,15,49
2025-04-17 23:34:00,Thursday,23,Foggy,Highway,Low,15,25,2,5
2025-12-25 20:37:00,Thursday,20,Rainy,Industrial,High,111,101,31,174
2025-04-09 11:20:00,Wednesday,11,Clear,Residential,Medium,39,43,12,47
2025-11-04 21:37:00,Tuesday,21,Clear,Commercial,Low,20,23,0,8
2025-03-07 23:28:00,Friday,23,Clear,School Zone,Low,5,19,4,17
2025-06-18 05:31:00,Wednesday,5,Cloudy,School Zone,Low,13,12,0,18
2025-02-23 03:23:00,Sunday,3,Rainy,Residential,Medium,44,59,8,22
2025-02-14 08:07:00,Friday,8,Clear,Residential,High,69,89,40,117
2025-07-27 17:07:00,Sunday,17,Rainy,Commercial,Medium,21,33,15,28
2025-12-15 23:32:00,Monday,23,Stormy,Commercial,Medium,34,32,12,41
2025-06-04 08:19:00,Wednesday,8,Rainy,Highway,High,108,93,17,177
2025-10-29 14:54:00,Wednesday,14,Foggy,Industrial,Medium,49,38,9,50
2025-10-19 05:16:00,Sunday,5,Stormy,Residential,Medium,45,40,15,29
2025-10-09 13:28:00,Thursday,13,Rainy,Commercial,Medium,32,43,12,23
2025-09-24 01:06:00,Wednesday,1,Clear,Highway,Low,14,20,4,14
2025-12-06 02:58:00,Saturday,2,Foggy,Commercial,Low,16,22,2,20
2025-06-08 18:44:00,Sunday,18,Rainy,School Zone,Medium,32,46,6,51
2025-01-03 03:26:00,Friday,3,Clear,School Zone,Medium,32,48,14,43
2025-03-01 23:52:00,Saturday,23,Rainy,Commercial,Low,18,22,3,16
2025-01-24 10:00:00,Friday,10,Rainy,Residential,High,109,131,20,93
2025-08-25 06:45:00,Monday,6,Clear,Industrial,Low,7,10,1,12
2025-10-14 12:01:00,Tuesday,12,Stormy,Commercial,Low,14,23,4,6
2025-07-19 09:08:00,Saturday,9,Stormy,Industrial,High,76,109,35,113
2025-04-24 04:07:00,Thursday,4,Foggy,Industrial,Low,8,10,1,16
2025-06-14 10:06:00,Saturday,10,Rainy,Residential,High,114,77,34,120
2025-06-14 19:02:00,Saturday,19,Rainy,Residential,High,111,129,33,71
2025-04-03 02:56:00,Thursday,2,Rainy,School Zone,Low,18,19,0,5
2025-02-21 07:31:00,Friday,7,Stormy,Highway,Medium,28,66,11,41
2025-04-13 16:30:00,Sunday,16,Cloudy,Residential,Low,11,20,1,13
2025-11-29 06:49:00,Saturday,6,Cloudy,Commercial,Low,11,18,1,11
2025-05-19 22:39:00,Monday,22,Clear,Residential,Low,14,23,0,19
2025-11-24 11:03:00,Monday,11,Clear,School Zone,Medium,29,51,5,20
2025-03-14 15:58:00,Friday,15,Cloudy,Industrial,Medium,28,49,7,35
2025-07-30 12:08:00,Wednesday,12,Cloudy,Residential,Low,19,26,3,10
2025-07-16 15:01:00,Wednesday,15,Foggy,Residential,Medium,33,57,14,57
2025-12-30 05:13:00,Tuesday,5,Stormy,School Zone,Low,11,14,4,12
2025-03-14 13:07:00,Friday,13,Clear,Industrial,Medium,27,63,8,26
2025-09-02 12:45:00,Tuesday,12,Stormy,School Zone,Low,13,28,4,7
2025-05-09 02:26:00,Friday,2,Cloudy,Highway,Low,12,24,2,12
2025-07-19 22:56:00,Saturday,22,Rainy,Industrial,Low,6,13,4,7
2025-05-27 22:49:00,Tuesday,22,Stormy,Highway,Medium,45,40,13,27
2025-12-25 13:36:00,Thursday,13,Cloudy,Highway,Medium,38,60,5,54
2025-12-15 15:35:00,Monday,15,Rainy,Highway,Low,10,21,2,7
2025-12-12 12:05:00,Friday,12,Stormy,Residential,Low,5,28,5,19
2025-08-27 14:54:00,Wednesday,14,Clear,Residential,Low,7,18,0,8
2025-02-14 19:26:00,Friday,19,Clear,School Zone,High,115,119,33,120
2025-03-21 09:22:00,Friday,9,Stormy,Residential,High,102,71,33,87
2025-08-22 03:31:00,Friday,3,Cloudy,Highway,Low,18,28,5,12
2025-06-07 16:53:00,Saturday,16,Rainy,Highway,Low,13,10,0,15
2025-03-18 19:50:00,Tuesday,19,Stormy,Commercial,Medium,23,51,10,32
2025-04-25 03:57:00,Friday,3,Stormy,Industrial,Low,16,14,3,17
2025-06-03 05:06:00,Tuesday,5,Foggy,School Zone,Medium,42,56,7,37
2025-06-25 06:51:00,Wednesday,6,Cloudy,Industrial,Low,11,29,5,7
2025-01-11 07:22:00,Saturday,7,Rainy,School Zone,High,90,138,17,132
2025-03-03 23:19:00,Monday,23,Stormy,Commercial,Low,11,28,5,17
2025-09-19 07:55:00,Friday,7,Cloudy,School Zone,Medium,28,32,5,49
2025-10-15 20:31:00,Wednesday,20,Stormy,Commercial,High,86,119,20,153
2025-04-08 05:16:00,Tuesday,5,Stormy,Highway,Low,11,19,4,7
2025-12-19 16:32:00,Friday,16,Clear,Commercial,Medium,28,55,11,37
2025-06-15 18:12:00,Sunday,18,Clear,Residential,Medium,43,53,9,32
2025-06-05 17:28:00,Thursday,17,Foggy,Industrial,High,56,106,21,94
2025-06-24 01:49:00,Tuesday,1,Stormy,Commercial,Low,20,12,0,8
